filename,FaceOcclusion,gender,source_filename,occluder_type,actual_area,original_label
data/synthetic/_smoke/images/syn_000021.webp,0.490248,0.0,database3/database3/m.027xdvp/86-FaceId-0_align.webp,hand,0.390555,0.099693
data/synthetic/_smoke/images/syn_000022.webp,0.39236,1.0,database3/database3/m.015rp8/56-FaceId-0_align.webp,hair,0.387624,0.004736
data/synthetic/_smoke/images/syn_000023.webp,0.295954,1.0,database3/database3/m.01y6p4/57-FaceId-0_align.webp,hair,0.275991,0.019963
data/synthetic/_smoke/images/syn_000024.webp,0.419956,0.0,database3/database3/m.01w_xgz/26-FaceId-1_align.webp,scarf,0.363364,0.056592
data/synthetic/_smoke/images/syn_000025.webp,0.529659,1.0,database3/database3/m.027mkm2/52-FaceId-1_align.webp,headwear,0.471936,0.057723
data/synthetic/_smoke/images/syn_000026.webp,0.302733,1.0,database3/database3/m.02f81j/46-FaceId-0_align.webp,hair,0.273391,0.029342
data/synthetic/_smoke/images/syn_000027.webp,0.369401,0.0,database3/database3/m.026z6y7/59-FaceId-0_align.webp,headwear,0.3132,0.056201
data/synthetic/_smoke/images/syn_000028.webp,0.252737,1.0,database3/database3/m.015dgg/71-FaceId-0_align.webp,hair,0.251593,0.001144
data/synthetic/_smoke/images/syn_000029.webp,0.48662,0.0,database3/database3/m.028pdt/100-FaceId-0_align.webp,hair,0.420717,0.065903
data/synthetic/_smoke/images/syn_000030.webp,0.355521,1.0,database3/database3/m.027slrb/57-FaceId-0_align.webp,scarf,0.341239,0.014282
data/synthetic/_smoke/images/syn_000031.webp,0.43881,1.0,database3/database3/m.01m4h0/66-FaceId-0_align.webp,scarf,0.345313,0.093497
data/synthetic/_smoke/images/syn_000032.webp,0.365796,0.0,database3/database3/m.027hcnq/98-FaceId-1_align.webp,scarf,0.34435,0.021446
data/synthetic/_smoke/images/syn_000033.webp,0.416385,1.0,database3/database3/m.01dg75/22-FaceId-0_align.webp,headwear,0.403006,0.013379
data/synthetic/_smoke/images/syn_000034.webp,0.311894,0.0,database3/database3/m.027xqz7/18-FaceId-0_align.webp,scarf,0.256722,0.055172
data/synthetic/_smoke/images/syn_000035.webp,0.400654,1.0,database3/database3/m.01hb6v/56-FaceId-0_align.webp,headwear,0.360217,0.040437
data/synthetic/_smoke/images/syn_000036.webp,0.375208,0.0,database3/database3/m.026sbk/25-FaceId-0_align.webp,headwear,0.366844,0.008364
data/synthetic/_smoke/images/syn_000038.webp,0.391517,1.0,database3/database3/m.014jk0/2-FaceId-0_align.webp,scarf,0.345476,0.046041
data/synthetic/_smoke/images/syn_000039.webp,0.35212,1.0,database3/database3/m.021r7r/11-FaceId-0_align.webp,scarf,0.330704,0.021416
data/synthetic/_smoke/images/syn_000040.webp,0.421539,1.0,database3/database3/m.02dfkp/33-FaceId-0_align.webp,hair,0.340138,0.081401
data/synthetic/_smoke/images/syn_000042.webp,0.368496,1.0,database3/database3/m.01pl79y/55-FaceId-0_align.webp,hair,0.356773,0.011723
data/synthetic/_smoke/images/syn_000043.webp,0.301872,0.0,database3/database3/m.016rwt/16-FaceId-0_align.webp,scarf,0.271364,0.030508
data/synthetic/_smoke/images/syn_000044.webp,0.463442,1.0,database3/database3/m.0139ps/72-FaceId-0_align.webp,hand,0.38473,0.078712
data/synthetic/_smoke/images/syn_000041.webp,0.394384,1.0,database3/database3/m.018009/88-FaceId-0_align.webp,hand,0.378533,0.015851
data/synthetic/_smoke/images/syn_000047.webp,0.428924,1.0,database3/database3/m.02726lv/13-FaceId-0_align.webp,headwear,0.42868,0.000244
data/synthetic/_smoke/images/syn_000046.webp,0.385644,0.0,database3/database3/m.01s3f8/69-FaceId-1_align.webp,scarf,0.337191,0.048453
data/synthetic/_smoke/images/syn_000045.webp,0.310736,1.0,database3/database3/m.01vpm3/58-FaceId-0_align.webp,hand,0.304175,0.006561
data/synthetic/_smoke/images/syn_000049.webp,0.31936,1.0,database3/database3/m.026gfpp/42-FaceId-0_align.webp,hand,0.26085,0.05851
data/synthetic/_smoke/images/syn_000048.webp,0.279325,1.0,database3/database3/m.01d_c9/126-FaceId-0_align.webp,hand,0.242085,0.03724
data/synthetic/_smoke/images/syn_000050.webp,0.336672,1.0,database3/database3/m.01w9kbl/88-FaceId-0_align.webp,headwear,0.314845,0.021827
data/synthetic/_smoke/images/syn_000051.webp,0.3255,1.0,database3/database3/m.02hsgn/41-FaceId-0_align.webp,hand,0.304081,0.021419
data/synthetic/_smoke/images/syn_000052.webp,0.370869,1.0,database3/database3/m.02712pn/44-FaceId-0_align.webp,hair,0.368033,0.002836
data/synthetic/_smoke/images/syn_000053.webp,0.296018,1.0,database3/database3/m.01b8nj/12-FaceId-0_align.webp,headwear,0.293694,0.002324
data/synthetic/_smoke/images/syn_000054.webp,0.411768,1.0,database3/database3/m.029kvx/55-FaceId-0_align.webp,headwear,0.395499,0.016269
data/synthetic/_smoke/images/syn_000055.webp,0.465799,0.0,database3/database3/m.02058g/51-FaceId-0_align.webp,hand,0.401107,0.064692
data/synthetic/_smoke/images/syn_000056.webp,0.477047,1.0,database3/database3/m.027ybpw/0-FaceId-0_align.webp,hair,0.447181,0.029866
data/synthetic/_smoke/images/syn_000059.webp,0.415564,0.0,database3/database3/m.019gdm/9-FaceId-0_align.webp,scarf,0.328337,0.087227
data/synthetic/_smoke/images/syn_000060.webp,0.302413,1.0,database3/database3/m.029b4z/67-FaceId-0_align.webp,hair,0.299207,0.003206
data/synthetic/_smoke/images/syn_000058.webp,0.339434,1.0,database3/database3/m.01d2fg/21-FaceId-0_align.webp,hand,0.260259,0.079175
data/synthetic/_smoke/images/syn_000061.webp,0.377627,0.0,database3/database3/m.027g16l/28-FaceId-0_align.webp,scarf,0.298452,0.079175
data/synthetic/_smoke/images/syn_000062.webp,0.448586,1.0,database3/database3/m.01nx_8/67-FaceId-0_align.webp,scarf,0.406958,0.041628
data/synthetic/_smoke/images/syn_000057.webp,0.449684,1.0,database3/database3/m.02bfmn/24-FaceId-0_align.webp,hand,0.437081,0.012603
data/synthetic/_smoke/images/syn_000063.webp,0.317837,1.0,database3/database3/m.01653g/27-FaceId-0_align.webp,hand,0.285563,0.032274
data/synthetic/_smoke/images/syn_000064.webp,0.458129,1.0,database3/database3/m.018fq/54-FaceId-0_align.webp,scarf,0.451121,0.007008
data/synthetic/_smoke/images/syn_000065.webp,0.344086,0.0,database3/database3/m.01nxtyb/41-FaceId-0_align.webp,hair,0.262906,0.08118
data/synthetic/_smoke/images/syn_000066.webp,0.287879,1.0,database3/database3/m.027w49d/75-FaceId-0_align.webp,scarf,0.257566,0.030313
data/synthetic/_smoke/images/syn_000067.webp,0.459158,0.0,database3/database3/m.01vd4rn/41-FaceId-0_align.webp,headwear,0.403923,0.055235
data/synthetic/_smoke/images/syn_000068.webp,0.39944,1.0,database3/database3/m.020t44/17-FaceId-0_align.webp,headwear,0.395445,0.003995
data/synthetic/_smoke/images/syn_000069.webp,0.409654,0.0,database3/database3/m.0237np/31-FaceId-0_align.webp,hair,0.332126,0.077528
data/synthetic/_smoke/images/syn_000070.webp,0.533335,0.0,database3/database3/m.01y3f4/79-FaceId-0_align.webp,scarf,0.444737,0.088598
data/synthetic/_smoke/images/syn_000071.webp,0.373101,1.0,database3/database3/m.01k1bkq/31-FaceId-0_align.webp,hair,0.372529,0.000572
data/synthetic/_smoke/images/syn_000072.webp,0.271474,1.0,database3/database3/m.024s8t/3-FaceId-0_align.webp,scarf,0.25101,0.020464
data/synthetic/_smoke/images/syn_000073.webp,0.264454,1.0,database3/database3/m.020087/48-FaceId-0_align.webp,headwear,0.249854,0.0146
data/synthetic/_smoke/images/syn_000074.webp,0.418904,0.0,database3/database3/m.013zpf/24-FaceId-0_align.webp,headwear,0.336121,0.082783
data/synthetic/_smoke/images/syn_000075.webp,0.430756,1.0,database3/database3/m.01fkv0/37-FaceId-0_align.webp,hair,0.426479,0.004277
data/synthetic/_smoke/images/syn_000077.webp,0.381363,1.0,database3/database3/m.022s5y/85-FaceId-2_align.webp,headwear,0.377821,0.003542
data/synthetic/_smoke/images/syn_000078.webp,0.367365,0.0,database3/database3/m.01fnvy/43-FaceId-0_align.webp,hand,0.33482,0.032545
data/synthetic/_smoke/images/syn_000079.webp,0.440889,1.0,database3/database3/m.01tfsy/29-FaceId-0_align.webp,headwear,0.406674,0.034215
data/synthetic/_smoke/images/syn_000080.webp,0.283846,1.0,database3/database3/m.025bdx/70-FaceId-0_align.webp,hand,0.253233,0.030613
data/synthetic/_smoke/images/syn_000076.webp,0.386926,0.0,database3/database3/m.01kxf5/38-FaceId-0_align.webp,hand,0.29858,0.088346
data/synthetic/_smoke/images/syn_000081.webp,0.426952,0.0,database3/database3/m.026l9_y/107-FaceId-1_align.webp,headwear,0.420403,0.006549
data/synthetic/_smoke/images/syn_000082.webp,0.457288,1.0,database3/database3/m.02knzg/21-FaceId-0_align.webp,scarf,0.449155,0.008133
data/synthetic/_smoke/images/syn_000083.webp,0.533229,1.0,database3/database3/m.026wsxr/2-FaceId-0_align.webp,scarf,0.439249,0.09398
data/synthetic/_smoke/images/syn_000084.webp,0.312944,1.0,database3/database3/m.01qnqc/53-FaceId-0_align.webp,hand,0.302638,0.010306
data/synthetic/_smoke/images/syn_000085.webp,0.344276,1.0,database3/database3/m.02kddt/94-FaceId-0_align.webp,headwear,0.306511,0.037765
data/synthetic/_smoke/images/syn_000086.webp,0.444056,1.0,database3/database3/m.01dwpl/3-FaceId-0_align.webp,hair,0.364088,0.079968
data/synthetic/_smoke/images/syn_000087.webp,0.407821,1.0,database3/database3/m.012t7s/17-FaceId-0_align.webp,hair,0.407821,0.0
data/synthetic/_smoke/images/syn_000088.webp,0.475251,1.0,database1/img00026450.webp,headwear,0.438989,0.036262
data/synthetic/_smoke/images/syn_000089.webp,0.375129,0.0,database3/database3/m.01r5x5/9-FaceId-0_align.webp,headwear,0.370808,0.004321
data/synthetic/_smoke/images/syn_000090.webp,0.345809,0.0,database1/img00025509.webp,hair,0.341847,0.003962
data/synthetic/_smoke/images/syn_000091.webp,0.355941,0.0,database3/database3/m.011hm1/28-FaceId-0_align.webp,hair,0.310352,0.045589
data/synthetic/_smoke/images/syn_000092.webp,0.465536,0.0,database3/database3/m.0288d2d/20-FaceId-0_align.webp,hair,0.391465,0.074071
data/synthetic/_smoke/images/syn_000093.webp,0.506865,0.0,database3/database3/m.01lqr4q/31-FaceId-0_align.webp,scarf,0.474091,0.032774
data/synthetic/_smoke/images/syn_000094.webp,0.418448,1.0,database3/database3/m.028nk2/10-FaceId-0_align.webp,headwear,0.405242,0.013206
data/synthetic/_smoke/images/syn_000095.webp,0.39342,1.0,database3/database3/m.01v3gy8/40-FaceId-0_align.webp,hand,0.373826,0.019594
data/synthetic/_smoke/images/syn_000096.webp,0.449778,0.0,database3/database3/m.01mgqjs/54-FaceId-0_align.webp,headwear,0.410036,0.039742
data/synthetic/_smoke/images/syn_000097.webp,0.270454,1.0,database3/database3/m.026qc96/39-FaceId-0_align.webp,hand,0.251259,0.019195
data/synthetic/_smoke/images/syn_000098.webp,0.261221,0.0,database3/database3/m.01lsq_/94-FaceId-0_align.webp,hand,0.225802,0.035419
data/synthetic/_smoke/images/syn_000099.webp,0.293048,1.0,database3/database3/m.01cfp8/36-FaceId-0_align.webp,headwear,0.288963,0.004085
p2_syn_000000.webp,0.273908,0.0,data/non_labellisées/archive/ms1m-arcface/10841/892692.jpg,hair,0.273908,0.0
p2_syn_000001.webp,0.360106,1.0,data/non_labellisées/archive/ms1m-arcface/25171/1862086.jpg,scarf,0.360106,0.0
p2_syn_000002.webp,0.4242,0.0,data/non_labellisées/archive/ms1m-arcface/2586/174115.jpg,headwear,0.4242,0.0
p2_syn_000003.webp,0.386463,0.0,database3/database3/m.011hm1/28-FaceId-0_align.webp,hair,0.340874,0.045589
p2_syn_000004.webp,0.297788,1.0,database3/database3/m.015dgg/71-FaceId-0_align.webp,glasses,0.296644,0.001144
p2_syn_000005.webp,0.29567,1.0,data/non_labellisées/archive/ms1m-arcface/17241/1346964.jpg,glasses,0.29567,0.0
p2_syn_000006.webp,0.392413,0.0,data/non_labellisées/archive/ms1m-arcface/10071/786770.jpg,hair,0.392413,0.0
p2_syn_000007.webp,0.294624,0.0,data/non_labellisées/archive/ms1m-arcface/14061/1126136.jpg,hair,0.294624,0.0
p2_syn_000008.webp,0.38527,1.0,data/non_labellisées/archive/ms1m-arcface/20439/1558150.jpg,headwear,0.38527,0.0
p2_syn_000009.webp,0.309369,1.0,database3/database3/m.027mkm2/52-FaceId-1_align.webp,glasses,0.251646,0.057723
p2_syn_000010.webp,0.287978,0.0,data/non_labellisées/archive/ms1m-arcface/23655/1767232.jpg,glasses,0.287978,0.0
p2_syn_000011.webp,0.388987,0.0,database3/database3/m.01kxf5/38-FaceId-0_align.webp,glasses+hand,0.300641,0.088346
p2_syn_000012.webp,0.403233,0.0,data/non_labellisées/archive/ms1m-arcface/20736/1577534.jpg,hand+scarf,0.403233,0.0
p2_syn_000013.webp,0.377789,1.0,data/non_labellisées/archive/ms1m-arcface/22570/1696778.jpg,headwear,0.377789,0.0
p2_syn_000014.webp,0.261646,1.0,data/non_labellisées/archive/ms1m-arcface/10898/902790.jpg,hand,0.261646,0.0
p2_syn_000015.webp,0.401785,0.0,data/non_labellisées/archive/ms1m-arcface/16606/1302039.jpg,scarf,0.401785,0.0
p2_syn_000016.webp,0.45446,0.0,database3/database3/m.0225wf/3-FaceId-0_align.webp,headwear,0.404793,0.049667
p2_syn_000017.webp,0.405951,0.0,data/non_labellisées/archive/ms1m-arcface/26683/1956489.jpg,hair,0.405951,0.0
p2_syn_000018.webp,0.313321,1.0,data/non_labellisées/archive/ms1m-arcface/24501/1819939.jpg,hand,0.313321,0.0
p2_syn_000019.webp,0.417354,1.0,data/non_labellisées/archive/ms1m-arcface/2694/181355.jpg,scarf,0.417354,0.0
p2_syn_000020.webp,0.298363,0.0,data/non_labellisées/archive/ms1m-arcface/24813/1840247.jpg,glasses,0.298363,0.0
p2_syn_000021.webp,0.277362,1.0,data/non_labellisées/archive/ms1m-arcface/14938/1186297.jpg,hair,0.277362,0.0
p2_syn_000022.webp,0.266335,1.0,data/non_labellisées/archive/ms1m-arcface/10976/915187.jpg,hand,0.266335,0.0
p2_syn_000023.webp,0.263597,0.0,data/non_labellisées/archive/ms1m-arcface/20234/1545817.jpg,hair,0.263597,0.0
p2_syn_000024.webp,0.374513,1.0,data/non_labellisées/archive/ms1m-arcface/29359/2136242.jpg,hair,0.374513,0.0
p2_syn_000025.webp,0.359097,1.0,database3/database3/m.026wsxr/2-FaceId-0_align.webp,scarf,0.265117,0.09398
p2_syn_000026.webp,0.363397,1.0,database3/database3/m.01d2fg/21-FaceId-0_align.webp,glasses,0.284222,0.079175
p2_syn_000027.webp,0.389099,1.0,data/non_labellisées/archive/ms1m-arcface/21468/1624779.jpg,hair,0.389099,0.0
p2_syn_000028.webp,0.424145,1.0,data/non_labellisées/archive/ms1m-arcface/17961/1397338.jpg,headwear,0.424145,0.0
p2_syn_000029.webp,0.409687,1.0,data/non_labellisées/archive/ms1m-arcface/15258/1208045.jpg,hair,0.409687,0.0
p2_syn_000030.webp,0.370352,1.0,data/non_labellisées/archive/ms1m-arcface/25437/1879048.jpg,hair,0.370352,0.0
p2_syn_000031.webp,0.26387,1.0,data/non_labellisées/archive/ms1m-arcface/23049/1729434.jpg,scarf,0.26387,0.0
p2_syn_000032.webp,0.396547,0.0,data/non_labellisées/archive/ms1m-arcface/2026/135393.jpg,scarf,0.396547,0.0
p2_syn_000033.webp,0.437803,1.0,data/non_labellisées/archive/ms1m-arcface/19553/1501367.jpg,scarf,0.437803,0.0
p2_syn_000034.webp,0.362805,1.0,database3/database3/m.021z73/14-FaceId-0_align.webp,headwear,0.358586,0.004219
p2_syn_000035.webp,0.371785,1.0,database3/database3/m.02fqh/59-FaceId-0_align.webp,scarf,0.355682,0.016103
p2_syn_000036.webp,0.254745,1.0,data/non_labellisées/archive/ms1m-arcface/27058/1979845.jpg,glasses,0.254745,0.0
p2_syn_000038.webp,0.346328,1.0,data/non_labellisées/archive/ms1m-arcface/10747/875954.jpg,headwear,0.346328,0.0
p2_syn_000039.webp,0.29831,1.0,data/non_labellisées/archive/ms1m-arcface/29839/2166544.jpg,hand,0.29831,0.0
p2_syn_000040.webp,0.375187,1.0,database1/img00015024.webp,scarf,0.317174,0.058013
p2_syn_000041.webp,0.426055,0.0,database3/database3/m.01w_xgz/26-FaceId-1_align.webp,scarf,0.369463,0.056592
p2_syn_000042.webp,0.234096,1.0,data/non_labellisées/archive/ms1m-arcface/18182/1413573.jpg,headwear+hair,0.234096,0.0
p2_syn_000043.webp,0.421022,1.0,data/non_labellisées/archive/ms1m-arcface/24975/1850044.jpg,hand,0.421022,0.0
p2_syn_000044.webp,0.418649,1.0,data/non_labellisées/archive/ms1m-arcface/16471/1292694.jpg,hair,0.418649,0.0
p2_syn_000045.webp,0.286826,1.0,data/non_labellisées/archive/ms1m-arcface/15689/1238793.jpg,glasses,0.286826,0.0
p2_syn_000046.webp,0.28478,1.0,data/non_labellisées/archive/ms1m-arcface/23550/1760424.jpg,scarf,0.28478,0.0
p2_syn_000049.webp,0.412774,1.0,database3/database3/m.028nk2/10-FaceId-0_align.webp,scarf,0.399568,0.013206
p2_syn_000050.webp,0.374938,1.0,data/non_labellisées/archive/ms1m-arcface/19840/1519798.jpg,headwear+hand,0.374938,0.0
p2_syn_000048.webp,0.293031,1.0,data/non_labellisées/archive/ms1m-arcface/24853/1842800.jpg,hand+glasses,0.293031,0.0
p2_syn_000051.webp,0.274982,1.0,data/non_labellisées/archive/ms1m-arcface/25035/1853845.jpg,hand+scarf,0.274982,0.0
p2_syn_000052.webp,0.435249,1.0,data/non_labellisées/archive/ms1m-arcface/10480/829831.jpg,headwear,0.435249,0.0
p2_syn_000053.webp,0.429438,1.0,data/non_labellisées/archive/ms1m-arcface/18350/1425380.jpg,hand,0.429438,0.0
p2_syn_000054.webp,0.435352,1.0,data/non_labellisées/archive/ms1m-arcface/22149/1669122.jpg,hair,0.435352,0.0
p2_syn_000055.webp,0.299627,1.0,data/non_labellisées/archive/ms1m-arcface/19270/1483426.jpg,headwear,0.299627,0.0
p2_syn_000056.webp,0.358178,0.0,data/non_labellisées/archive/ms1m-arcface/2204/148296.jpg,headwear,0.358178,0.0
p2_syn_000057.webp,0.318692,1.0,data/non_labellisées/archive/ms1m-arcface/23557/1760824.jpg,hand,0.318692,0.0
p2_syn_000058.webp,0.412688,1.0,data/non_labellisées/archive/ms1m-arcface/13137/1062708.jpg,hair,0.412688,0.0
p2_syn_000059.webp,0.3836,1.0,database3/database3/m.0139ps/72-FaceId-0_align.webp,hand+glasses,0.304888,0.078712
p2_syn_000060.webp,0.376371,1.0,data/non_labellisées/archive/ms1m-arcface/18612/1442140.jpg,scarf,0.376371,0.0
p2_syn_000061.webp,0.417985,1.0,data/non_labellisées/archive/ms1m-arcface/20533/1564474.jpg,hair,0.417985,0.0
p2_syn_000062.webp,0.27743,1.0,data/non_labellisées/archive/ms1m-arcface/20664/1572899.jpg,glasses,0.27743,0.0
p2_syn_000063.webp,0.358653,1.0,data/non_labellisées/archive/ms1m-arcface/16952/1326039.jpg,scarf,0.358653,0.0
p2_syn_000064.webp,0.326795,1.0,data/non_labellisées/archive/ms1m-arcface/12276/998367.jpg,scarf,0.326795,0.0
p2_syn_000065.webp,0.446787,1.0,database1/img00007383.webp,headwear,0.426425,0.020362
p2_syn_000066.webp,0.281205,1.0,data/non_labellisées/archive/ms1m-arcface/28462/2074686.jpg,hair,0.281205,0.0
p2_syn_000067.webp,0.270972,0.0,data/non_labellisées/archive/ms1m-arcface/24530/1821798.jpg,scarf,0.270972,0.0
p2_syn_000068.webp,0.263779,1.0,data/non_labellisées/archive/ms1m-arcface/29471/2142913.jpg,glasses,0.263779,0.0
p2_syn_000069.webp,0.261559,1.0,data/non_labellisées/archive/ms1m-arcface/13938/1117952.jpg,scarf,0.261559,0.0
p2_syn_000070.webp,0.354038,1.0,data/non_labellisées/archive/ms1m-arcface/14709/1170262.jpg,headwear,0.354038,0.0
p2_syn_000071.webp,0.386048,1.0,data/non_labellisées/archive/ms1m-arcface/14702/1169934.jpg,headwear,0.386048,0.0
p2_syn_000072.webp,0.27709,0.0,data/non_labellisées/archive/ms1m-arcface/29291/2131801.jpg,glasses,0.27709,0.0
p2_syn_000073.webp,0.28516,1.0,data/non_labellisées/archive/ms1m-arcface/18084/1406962.jpg,glasses,0.28516,0.0
p2_syn_000074.webp,0.331952,0.0,database3/database3/m.028pdt/100-FaceId-0_align.webp,hand,0.266049,0.065903
p2_syn_000075.webp,0.285766,1.0,data/non_labellisées/archive/ms1m-arcface/23249/1741203.jpg,hair,0.285766,0.0
p2_syn_000076.webp,0.359952,1.0,data/non_labellisées/archive/ms1m-arcface/17889/1392346.jpg,scarf,0.359952,0.0
p2_syn_000077.webp,0.304107,1.0,data/non_labellisées/archive/ms1m-arcface/28021/2045183.jpg,hair,0.304107,0.0
p2_syn_000078.webp,0.402538,1.0,data/non_labellisées/archive/ms1m-arcface/24338/1809423.jpg,glasses+hair,0.402538,0.0
p2_syn_000080.webp,0.431509,1.0,data/non_labellisées/archive/ms1m-arcface/24880/1844483.jpg,glasses+headwear,0.431509,0.0
p2_syn_000081.webp,0.40111,0.0,data/non_labellisées/archive/ms1m-arcface/22340/1681818.jpg,hand,0.40111,0.0
p2_syn_000082.webp,0.310983,1.0,database3/database3/m.018009/88-FaceId-0_align.webp,headwear,0.295132,0.015851
p2_syn_000083.webp,0.367423,1.0,data/non_labellisées/archive/ms1m-arcface/28375/2068740.jpg,glasses+hand,0.367423,0.0
p2_syn_000079.webp,0.405869,0.0,database3/database3/m.02058g/51-FaceId-0_align.webp,hand,0.341177,0.064692
p2_syn_000084.webp,0.420685,1.0,data/non_labellisées/archive/ms1m-arcface/22858/1718096.jpg,headwear,0.420685,0.0
p2_syn_000085.webp,0.298649,1.0,data/non_labellisées/archive/ms1m-arcface/29627/2152633.jpg,scarf,0.298649,0.0
p2_syn_000086.webp,0.356069,1.0,database3/database3/m.02726lv/13-FaceId-0_align.webp,scarf,0.355825,0.000244
p2_syn_000087.webp,0.341036,0.0,database3/database3/m.01mgqjs/54-FaceId-0_align.webp,glasses,0.301294,0.039742
p2_syn_000088.webp,0.264275,1.0,data/non_labellisées/archive/ms1m-arcface/25656/1892549.jpg,hair,0.264275,0.0
p2_syn_000089.webp,0.402341,1.0,data/non_labellisées/archive/ms1m-arcface/20646/1571637.jpg,headwear,0.402341,0.0
p2_syn_000090.webp,0.398067,1.0,data/non_labellisées/archive/ms1m-arcface/16525/1296697.jpg,scarf,0.398067,0.0
p2_syn_000091.webp,0.272022,1.0,data/non_labellisées/archive/ms1m-arcface/26356/1937134.jpg,glasses,0.272022,0.0
p2_syn_000092.webp,0.375057,1.0,data/non_labellisées/archive/ms1m-arcface/13426/1083364.jpg,headwear,0.375057,0.0
p2_syn_000093.webp,0.383668,1.0,database3/database3/m.01m2gwz/33-FaceId-0_align.webp,headwear,0.370785,0.012883
p2_syn_000094.webp,0.283031,1.0,data/non_labellisées/archive/ms1m-arcface/12398/1007251.jpg,hair,0.283031,0.0
p2_syn_000095.webp,0.314668,0.0,data/non_labellisées/archive/ms1m-arcface/22187/1671996.jpg,hair,0.314668,0.0
p2_syn_000096.webp,0.431261,0.0,data/non_labellisées/archive/ms1m-arcface/20661/1572686.jpg,hair,0.431261,0.0
p2_syn_000097.webp,0.37968,1.0,data/non_labellisées/archive/ms1m-arcface/27767/2027794.jpg,scarf,0.37968,0.0
p2_syn_000098.webp,0.293567,1.0,data/non_labellisées/archive/ms1m-arcface/13821/1109925.jpg,glasses,0.293567,0.0
p2_syn_000099.webp,0.332945,1.0,data/non_labellisées/archive/ms1m-arcface/11550/963208.jpg,scarf,0.332945,0.0
p3_syn_000101.webp,0.320166,0.0,data/non_labellisées/archive/ms1m-arcface/27662/2020371.jpg,headwear,0.320166,0.0
p3_syn_000102.webp,0.405437,1.0,data/non_labellisées/archive/ms1m-arcface/28723/2093922.jpg,glasses+hand,0.405437,0.0
p3_syn_000103.webp,0.271225,1.0,data/non_labellisées/archive/ms1m-arcface/17926/1394966.jpg,hand,0.271225,0.0
p3_syn_000104.webp,0.28593,1.0,data/non_labellisées/archive/ms1m-arcface/26255/1930389.jpg,headwear,0.28593,0.0
p3_syn_000105.webp,0.355605,0.0,data/non_labellisées/archive/ms1m-arcface/18041/1403671.jpg,hair,0.355605,0.0
p3_syn_000106.webp,0.325372,1.0,database3/database3/m.021r7r/11-FaceId-0_align.webp,hand,0.303956,0.021416
